
央视频道,#genre#
CCTV-17 农业农村,http://tv.20191209.xyz:37377/migu/673168256.m3u8?migutoken=eb3fbda758006d66837b5b6ef1b7ab6847a99f05f6b3303861d81e6e1335349499a40c8479d9a801327519db10547f9870398da6796159db51812e236c1b6c07d2c0f7e5bc32101c9cc222dc$LR•IPV4•6『线路2』
CCTV-17 农业农村,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001241/index.m3u8$LR•IPV6•6『线路3』
CCTV-17 农业农村,http://183.196.25.171:808/hls/93/index.m3u8$LR•IPV4•6『线路4』
CCTV-17 农业农村,http://148.135.93.213:81/live.php?id=CCTV17$LR•IPV4•6『线路5』
CCTV-17 农业农村,https://node1.olelive.com:6443/live/CCTV17HD/hls.m3u8$LR•IPV4•6『线路6』
CCTV-1,http://171.116.216.113:10010/rtp/226.0.1.157:3086$LR•IPV4•16『线路1』
CCTV-1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33$LR•IPV4•16『线路2』
CCTV-1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$LR•IPV4•16『线路3』
CCTV-1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344$LR•IPV4•16『线路4』
CCTV-1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1$LR•IPV4•16『线路5』
CCTV-1,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Epd7QgO4HFWH0z34SUb2Vs%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192714%2C%2C%2C20240420192714%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2$LR•IPV6•16『线路6』
CCTV-1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8$LR•IPV6•16『线路7』
CCTV-1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226338/1.m3u8$LR•IPV6•16『线路8』
CCTV-1,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8$LR•IPV6•16『线路9』
CCTV-1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$LR•IPV6•16『线路10』
CCTV-1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33$LR•IPV4•16『线路11』
CCTV-1,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227262/index.m3u8$LR•IPV4•16『线路12』
CCTV-1,http://3501776.xyz:35455/gaoma/cctv1.m3u8$LR•IPV4•16『线路13』
CCTV-1,https://jzb.wwkejishe.top/?id=578$LR•IPV4•16『线路14』
CCTV-1,https://shyd.695847.xyz/cms001/ch00000090990000001388/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12$LR•IPV4•16『线路15』
CCTV-1,https://zby.130519.xyz/PLTV/11/224/3221225673/index.m3u8$LR•IPV4•16『线路16』
CCTV-10,http://z.b.bkpcp.top/m.php?id=CCTV-10科教科教$LR•IPV4•16『线路1』
CCTV-10,http://goo.bkpcp.top/mg/cctv10$LR•IPV4•16『线路2』
CCTV-10,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8$LR•IPV4•16『线路3』
CCTV-10,https://smart.pendy.dpdns.org/Smart.php?id=cctv10hd$LR•IPV4•16『线路4』
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8$LR•IPV6•16『线路5』
CCTV-10,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226449/1.m3u8$LR•IPV6•16『线路6』
CCTV-10,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226464/1.m3u8$LR•IPV6•16『线路7』
CCTV-10,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8$LR•IPV6•16『线路8』
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$LR•IPV6•16『线路9』
CCTV-10,https://www.freetv.top/migu/624878405.m3u8?migutoken=e7e8abe9ae322869a93e8450014e08c5949217331c53007abb9f6eee64b06cc42f81828befee8b129005bcdebf805a1bbd19f0949e8329cf7ff4ab9379e930cfb8185ddf66c83b972ea6481e86$LR•IPV4•16『线路10』
CCTV-10,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8$LR•IPV6•16『线路11』
CCTV-10,http://3501776.xyz:35455/gaoma/cctv10.m3u8$LR•IPV4•16『线路12』
CCTV-10,https://jzb.wwkejishe.top/?id=588$LR•IPV4•16『线路13』
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV-10%20%E7%A7%91%E6%95%99$LR•IPV4•16『线路14』
CCTV-10,https://zby.130519.xyz/PLTV/11/224/3221226169/index.m3u8$LR•IPV4•16『线路15』
CCTV-10,https://zby.130519.xyz/PLTV/11/224/3221225743/index.m3u8$LR•IPV4•16『线路16』
CCTV-11,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226565$LR•IPV4•17『线路1』
CCTV-11,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8$LR•IPV4•17『线路2』
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$LR•IPV6•17『线路3』
CCTV-11,https://smart.pendy.dpdns.org/Smart.php?id=cctv11$LR•IPV4•17『线路4』
CCTV-11,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225597/index.m3u8$LR•IPV6•17『线路5』
CCTV-11,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225597/index.m3u8$LR•IPV6•17『线路6』
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8$LR•IPV6•17『线路7』
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225597/index.m3u8$LR•IPV6•17『线路8』
CCTV-11,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8$LR•IPV6•17『线路9』
CCTV-11,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$LR•IPV6•17『线路10』
CCTV-11,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227171/index.m3u8$LR•IPV4•17『线路11』
CCTV-11,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8$LR•IPV6•17『线路12』
CCTV-11,https://jzb.wwkejishe.top/?id=589$LR•IPV4•17『线路13』
CCTV-11,http://3501776.xyz:35455/itv/1000000005000265011.m3u8?cdn=ystenlive$LR•IPV4•17『线路14』
CCTV-11,https://shyd.695847.xyz/cms001/ch00000090990000001309/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12$LR•IPV4•17『线路15』
CCTV-11,https://zby.130519.xyz/PLTV/11/224/3221226145/index.m3u8$LR•IPV4•17『线路16』
CCTV-11,https://zby.130519.xyz/PLTV/11/224/3221226101/index.m3u8$LR•IPV4•17『线路17』
CCTV-12,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225731$LR•IPV4•16『线路1』
CCTV-12,http://z.b.bkpcp.top/m.php?id=CCTV-12社会与法社会与法$LR•IPV4•16『线路2』
CCTV-12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8$LR•IPV4•16『线路3』
CCTV-12,https://www.freetv.top/migu/673168185.m3u8?migutoken=37acadb43b1d7932b0a1e8a4f2d01a06b42a10c31f3ccb417bae200ac3028f30a8110509f2cd6cd130aee4b21c85693aa49817f3381e4d28e140d8db1a20b6fecea22fec17a70ff1341efe6081$LR•IPV4•16『线路4』
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$LR•IPV6•16『线路5』
CCTV-12,https://smart.pendy.dpdns.org/Smart.php?id=cctv12$LR•IPV4•16『线路6』
CCTV-12,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2knJCFLHz_HqfBZXNGeA1A%7E_eNUb$LR•IPV6•16『线路7』
CCTV-12,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8$LR•IPV6•16『线路8』
CCTV-12,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$LR•IPV6•16『线路9』
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8$LR•IPV6•16『线路10』
CCTV-12,https://migu.188766.xyz/?migutoken=d2864408f73665869780a96115bac178&id=CCTV12&type=yy$LR•IPV4•16『线路11』
CCTV-12,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8$LR•IPV6•16『线路12』
CCTV-12,http://3501776.xyz:35455/gaoma/cctv12.m3u8$LR•IPV4•16『线路13』
CCTV-12,https://jzb.wwkejishe.top/?id=590$LR•IPV4•16『线路14』
CCTV-12,https://epg.pw/stream/aedb71e61961cd2a5a5b9a8a83b8ae489c9408e6b420593aecb92cc36de628fe.m3u8$LR•IPV4•16『线路15』
CCTV-12,https://zby.130519.xyz/PLTV/11/224/3221226103/index.m3u8$LR•IPV4•16『线路16』
CCTV-13,https://event.pull.hebtv.com/jishi/cp1.m3u8$LR•IPV4•14『线路1』
CCTV-13,http://z.b.bkpcp.top/m.php?id=cctv13$LR•IPV4•14『线路2』
CCTV-13,http://j.x.bkpcp.top/jx/CCTV13HD$LR•IPV4•14『线路3』
CCTV-13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$LR•IPV4•14『线路4』
CCTV-13,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8$LR•IPV4•14『线路5』
CCTV-13,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8$LR•IPV4•14『线路6』
CCTV-13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8$LR•IPV4•14『线路7』
CCTV-13,https://www.freetv.top/migu/608807423.m3u8?migutoken=ac19a58805588401a8e818b6dd00df9b327912af3611ba95f89235e7020821668a2b6dc65ccc3904967da59d0a9742565c56ea582baf8915d068035054818ef0f369dab64705a6a7f7120529ec$LR•IPV4•14『线路8』
CCTV-13,https://smart.pendy.dpdns.org/Smart.php?id=cctv13$LR•IPV4•14『线路9』
CCTV-13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8$LR•IPV6•14『线路10』
CCTV-13,https://hls-gateway.vpstv.net/streams/476899.m3u8$LR•IPV4•14『线路11』
CCTV-13,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8$LR•IPV6•14『线路12』
CCTV-13,https://zby.130519.xyz/PLTV/11/224/3221226128/index.m3u8$LR•IPV4•14『线路13』
CCTV-13,http://106.53.99.30/tv/cctv13.php$LR•IPV4•14『线路14』
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8#rtsp://103.251.96.71/PLTV/88888888/224/3221225783/10000100000000060000000000726027_0.smil?icpid=SSPID&amp;accounttype=1&amp;limitflux=-1&amp;limitdur=-1&amp;accountinfo=:20240213104135$LR•IPV4•16『线路1』
CCTV-14,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225732$LR•IPV4•16『线路2』
CCTV-14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8$LR•IPV4•16『线路3』
CCTV-14,https://www.freetv.top/migu/624878440.m3u8?migutoken=239edad94ac0bbff14f123c7f8996ed7639110bd6cf64ec8ba8cf85842224956d452ec8b683385cb27f8a7685224a03e3aa4d914b8fe33249da9df699351b105c795452d03f2be0a1f1e39adb0$LR•IPV4•16『线路4』
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$LR•IPV6•16『线路5』
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8$LR•IPV4•16『线路6』
CCTV-14,https://smart.pendy.dpdns.org/Smart.php?id=cctv14$LR•IPV4•16『线路7』
CCTV-14,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8$LR•IPV6•16『线路8』
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8$LR•IPV6•16『线路9』
CCTV-14,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8$LR•IPV6•16『线路10』
CCTV-14,https://hls-gateway.vpstv.net/streams/476900.m3u8$LR•IPV4•16『线路11』
CCTV-14,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8$LR•IPV6•16『线路12』
CCTV-14,https://jzb.wwkejishe.top/?id=592$LR•IPV4•16『线路13』
CCTV-14,http://3501776.xyz:35455/gaoma/cctv14.m3u8$LR•IPV4•16『线路14』
CCTV-14,https://iptv.catvod.com/live.php?id=CCTV14%E5%B0%91%E5%84%BF$LR•IPV4•16『线路15』
CCTV-14,https://zby.130519.xyz/PLTV/11/224/3221225738/index.m3u8$LR•IPV4•16『线路16』
CCTV-15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8$LR•IPV4•14『线路1』
CCTV-15,https://www.freetv.top/migu/673168223.m3u8?migutoken=4e8d5766579c6bef231494cabd07e5b49d965804790214280c9791e4c331fd90311cb62ea43d3a1899229bfa57be4afe5a567b32a6b78153fc9a9801e28a39435e078b48c211e71d6083519be4$LR•IPV4•14『线路2』
CCTV-15,https://smart.pendy.dpdns.org/Smart.php?id=cctv15$LR•IPV4•14『线路3』
CCTV-15,http://[2409:8087:1a01:df::4033]:80/TVOD/88888888/224/3221226127/main.m3u8$LR•IPV6•14『线路4』
CCTV-15,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/index.m3u8$LR•IPV6•14『线路5』
CCTV-15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8$LR•IPV6•14『线路6』
CCTV-15,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8$LR•IPV6•14『线路7』
CCTV-15,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226444/1.m3u8$LR•IPV6•14『线路8』
CCTV-15,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227175/index.m3u8$LR•IPV4•14『线路9』
CCTV-15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$LR•IPV6•14『线路10』
CCTV-15,https://stream1.freetv.fun/d8c678257099a8f24e3bb33a4f9059014ddf1de229ef366a1870f56c11b57c90.m3u8$LR•IPV4•14『线路11』
CCTV-15,https://hls-gateway.vpstv.net/streams/476901.m3u8$LR•IPV4•14『线路12』
CCTV-15,http://3501776.xyz:35455/itv/1000000005000265014.m3u8?cdn=ystenlive$LR•IPV4•14『线路13』
CCTV-15,https://zby.130519.xyz/PLTV/11/224/3221226147/index.m3u8$LR•IPV4•14『线路14』
CCTV-16,http://zqh2333.top:2222/rtp/239.93.55.54:5140$LR•IPV4•16『线路1』
CCTV-16,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226100$LR•IPV4•16『线路2』
CCTV-16,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8$LR•IPV4•16『线路3』
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$LR•IPV6•16『线路4』
CCTV-16,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226100/index.m3u8$LR•IPV6•16『线路5』
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8$LR•IPV6•16『线路6』
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226100/index.m3u8$LR•IPV6•16『线路7』
CCTV-16,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$LR•IPV6•16『线路8』
CCTV-16,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8$LR•IPV6•16『线路9』
CCTV-16,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226887/1.m3u8$LR•IPV6•16『线路10』
CCTV-16,https://hls-gateway.vpstv.net/streams/709089.m3u8$LR•IPV4•16『线路11』
CCTV-16,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8$LR•IPV6•16『线路12』
CCTV-16,https://epg.pw/stream/c1beb2abcba5aef09c2f58efc3ca84b76de2c7b9cf60762b0d79772d9e70d454.m3u8$LR•IPV4•16『线路13』
CCTV-16,http://lu.wqwqwq.sbs/itv/1000000006000233002.m3u8?cdn=ystenlive$LR•IPV4•16『线路14』
CCTV-16,https://shyd.695847.xyz/cms001/ch00000090990000001248/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12$LR•IPV4•16『线路15』
CCTV-16,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8$LR•IPV4•16『线路16』
CCTV-17,http://zqh2333.top:2222/rtp/239.93.24.92:5140$LR•IPV4•17『线路1』
CCTV-17,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225765$LR•IPV4•17『线路2』
CCTV-17,http://[2409:8087:1a01:df::4025]:80/TVOD/88888888/224/3221225708/main.m3u8$LR•IPV6•17『线路3』
CCTV-17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$LR•IPV6•17『线路4』
CCTV-17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV6•17『线路5』
CCTV-17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8CCTV1$LR•IPV6•17『线路6』
CCTV-17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8$LR•IPV6•17『线路7』
CCTV-17,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8$LR•IPV6•17『线路8』
CCTV-17,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/1.m3u8$LR•IPV6•17『线路9』
CCTV-17,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8$LR•IPV6•17『线路10』
CCTV-17,https://migu.188766.xyz/?migutoken=965b53acb74e3120cd813d449bbd511f&id=CCTV17&type=yy$LR•IPV4•17『线路11』
CCTV-17,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227188/index.m3u8$LR•IPV4•17『线路12』
CCTV-17,http://3501776.xyz:35455/itv/1000000005000265015.m3u8?cdn=ystenlive$LR•IPV4•17『线路13』
CCTV-17,https://jzb.wwkejishe.top/?id=594$LR•IPV4•17『线路14』
CCTV-17,https://iptv.catvod.com/live.php?id=CCTV17%E5%86%9C%E4%B8%9A%E5%86%9C%E6%9D%91$LR•IPV4•17『线路15』
CCTV-17,https://shyd.695847.xyz/cms001/ch00000090990000001241/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12$LR•IPV4•17『线路16』
CCTV-17,http://p.ytelc.com/169l/0/cctv.php?id=cctv17$LR•IPV4•17『线路17』
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8$LR•IPV4•17『线路1』
CCTV1,http://101.35.240.114:88/live.php?id=CCTV1$LR•IPV4•17『线路2』
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$LR•IPV4•17『线路3』
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$LR•IPV4•17『线路4』
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$LR•IPV4•17『线路5』
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8$LR•IPV4•17『线路6』
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8$LR•IPV4•17『线路7』
CCTV1,https://v.lib.tju.edu.cn/liverespath/b455c7a019d404d571655c457e0ee8a9440a7802/319faa5444-0-0-93c6e2d1598737cd82cb99e49c9e22bc/index.m3u8$LR•IPV4•17『线路8』
CCTV1,http://ygbh.site/php/bfgd.php?id=488$LR•IPV4•17『线路9』
CCTV1,https://cc06.tv12.xyz/1.m3u8$LR•IPV4•17『线路10』
CCTV1,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$LR•IPV4•17『线路11』
CCTV1,http://t.061899.xyz/tl/dq.php?id=cctv1$LR•IPV4•17『线路12』
CCTV1,http://111.43.126.240:9003/hls/13/index.m3u8$LR•IPV4•17『线路13』
CCTV1,http://ygbh.site/php/bfgd.php?id=201$LR•IPV4•17『线路14』
CCTV1,http://ygbh.site/php/bfgd.php?id=484$LR•IPV4•17『线路15』
CCTV1,http://ygbh.site/php/bfgd.php?id=489$LR•IPV4•17『线路16』
CCTV1,http://sh.lnott.top:880/dx01.m3u8$LR•IPV4•17『线路17』
CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8$LR•IPV4•14『线路1』
CCTV10,http://101.35.240.114:88/live.php?id=CCTV10$LR•IPV4•14『线路2』
CCTV10,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8$LR•IPV4•14『线路3』
